GEO_ID,NAME,GEO_ID_F,NAICS2017,NAICS2017_LABEL,NAICS2017_F,LFO,LFO_LABEL,EMPSZES,EMPSZES_LABEL,YEAR,ESTAB,PAYANN,PAYANN_N,PAYQTR1,PAYQTR1_N,EMP,EMP_N
0500000US48375,"Potter County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,10,N,N,N,N,N,N
0500000US48375,"Potter County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,12,N,N,N,N,N,N
0500000US48375,"Potter County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,6,N,N,N,N,N,N
0500000US48381,"Randall County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,10,541,G,212,G,73,G
0500000US48381,"Randall County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,3,N,N,N,N,N,N
0500000US48381,"Randall County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,4,N,N,N,N,N,N
0500000US48381,"Randall County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,3,N,N,N,N,N,N
0500000US48409,"San Patricio County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,275,H,66,J,12,J
0500000US48423,"Smith County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,6,1139,G,393,G,97,G
0500000US48439,"Tarrant County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,187,35021,G,12067,G,2738,G
0500000US48439,"Tarrant County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,61,N,N,N,N,N,N
0500000US48439,"Tarrant County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,47,N,N,N,N,N,N
0500000US48439,"Tarrant County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,49,N,N,N,N,N,N
0500000US48439,"Tarrant County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,21,N,N,N,N,N,N
0500000US48439,"Tarrant County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,242,Establishments with 50 to 99 employees,2020,7,N,N,N,N,N,N
0500000US48441,"Taylor County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,17,2049,G,628,G,141,H
0500000US48441,"Taylor County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,7,N,N,N,N,N,N
0500000US48441,"Taylor County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,6,N,N,N,N,N,N
0500000US48441,"Taylor County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,3,N,N,N,N,N,N
0500000US48451,"Tom Green County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,22,2757,G,869,G,204,G
0500000US48451,"Tom Green County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,9,N,N,N,N,N,N
0500000US48451,"Tom Green County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,5,N,N,N,N,N,N
0500000US48451,"Tom Green County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,5,N,N,N,N,N,N
0500000US48451,"Tom Green County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,3,N,N,N,N,N,N
0500000US48453,"Travis County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,307,64206,G,24038,G,4857,G
0500000US48453,"Travis County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,56,N,N,N,N,N,N
0500000US48453,"Travis County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,71,N,N,N,N,N,N
0500000US48453,"Travis County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,96,N,N,N,N,N,N
0500000US48453,"Travis County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,74,N,N,N,N,N,N
0500000US48453,"Travis County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,242,Establishments with 50 to 99 employees,2020,9,N,N,N,N,N,N
0500000US48465,"Val Verde County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,7,525,G,185,H,48,G
0500000US48465,"Val Verde County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,4,N,N,N,N,N,N
0500000US48469,"Victoria County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,11,1689,G,530,G,131,H
0500000US48469,"Victoria County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,3,N,N,N,N,N,N
0500000US48469,"Victoria County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,5,N,N,N,N,N,N
0500000US48471,"Walker County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,6,552,H,170,H,55,G
0500000US48477,"Washington County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,135,G,61,J,14,G
0500000US48479,"Webb County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,15,1456,G,548,G,145,G
0500000US48479,"Webb County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,8,N,N,N,N,N,N
0500000US48479,"Webb County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,4,N,N,N,N,N,N
0500000US48479,"Webb County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,3,N,N,N,N,N,N
0500000US48485,"Wichita County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,25,2142,G,697,G,231,G
0500000US48485,"Wichita County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,9,N,N,N,N,N,N
0500000US48485,"Wichita County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,6,N,N,N,N,N,N
0500000US48485,"Wichita County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,5,N,N,N,N,N,N
0500000US48485,"Wichita County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,5,N,N,N,N,N,N
0500000US48491,"Williamson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,43,8879,G,2951,G,583,G
0500000US48491,"Williamson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,7,N,N,N,N,N,N
0500000US48491,"Williamson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,14,N,N,N,N,N,N
0500000US48491,"Williamson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,16,N,N,N,N,N,N
0500000US48491,"Williamson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,5,N,N,N,N,N,N
0500000US48497,"Wise County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,249,G,100,G,21,J
